Late_delivery_risk,risk_proba,risk_tier,Shipping Mode,Order Region,Category Name
0,0.39377767,LOW,Standard Class,Central America,Women's Apparel
1,0.8416254,HIGH,First Class,Southern Europe,Camping & Hiking
1,0.99011934,HIGH,First Class,Southeast Asia,Cleats
1,0.25022662,LOW,Standard Class,Southern Europe,Women's Apparel
0,0.776778,HIGH,Second Class,Western Europe,Fishing
1,0.8787976,HIGH,First Class,South America,Camping & Hiking
0,0.34758696,LOW,Standard Class,West of USA ,Cardio Equipment
0,0.7895636,HIGH,Second Class,Northern Europe,Women's Apparel
0,0.34581715,LOW,Standard Class,Western Europe,Cleats
0,0.3366683,LOW,Standard Class,Northern Europe,Hunting & Shooting
1,0.50664985,MEDIUM,Standard Class,South America,Cleats
0,0.39723867,LOW,Standard Class,Western Europe,Women's Apparel
0,0.3630516,LOW,Standard Class,East Africa,Camping & Hiking
1,0.9911027,HIGH,First Class,Central America,Indoor/Outdoor Games
1,0.33968946,LOW,Standard Class,Western Europe,Water Sports
1,0.6857553,HIGH,Second Class,South Asia,Women's Apparel
0,0.80126,HIGH,Second Class,Southern Europe,Men's Footwear
1,0.40484747,LOW,Standard Class,Western Europe,Golf Balls
1,0.9911027,HIGH,First Class,Oceania,Men's Footwear
1,0.84045386,HIGH,First Class,Northern Europe,Cleats
1,0.83972305,HIGH,First Class,South Asia,Men's Footwear
0,0.34483287,LOW,Standard Class,Northern Europe,Camping & Hiking
0,0.413248,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.35458726,LOW,Standard Class,Central America,Indoor/Outdoor Games
1,0.99103886,HIGH,First Class,Northern Europe,Women's Apparel
0,0.3953487,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.30560434,LOW,Standard Class,Central America,Cleats
1,0.39422986,LOW,Standard Class,North Africa,Water Sports
1,0.39619672,LOW,Standard Class,Northern Europe,Men's Footwear
1,0.6874147,HIGH,Second Class,South America,Women's Apparel
0,0.3844304,LOW,Standard Class,Oceania,Sporting Goods
1,0.7044141,HIGH,Second Class,Central America,Cardio Equipment
0,0.4006899,LOW,Standard Class,Western Europe,Fishing
0,0.7778382,HIGH,Second Class,West of USA ,Fishing
1,0.9835601,HIGH,First Class,West Asia,Indoor/Outdoor Games
0,0.3659664,LOW,Same Day,Western Europe,Shop By Sport
0,0.39317456,LOW,Standard Class,Northern Europe,Women's Apparel
0,0.39008036,LOW,Standard Class,Western Europe,Cleats
0,0.39489606,LOW,Standard Class,US Center ,Indoor/Outdoor Games
0,0.3550476,LOW,Standard Class,Western Europe,Cameras 
1,0.79971415,HIGH,Second Class,Western Europe,Cleats
0,0.39377767,LOW,Standard Class,Central America,Water Sports
1,0.41824427,LOW,Standard Class,Caribbean,Water Sports
0,0.42192626,LOW,Standard Class,Oceania,Fishing
0,0.7977585,HIGH,Second Class,South Asia,Crafts
1,0.34581715,LOW,Standard Class,Western Europe,Women's Golf Clubs
0,0.34689042,LOW,Standard Class,Northern Europe,Cleats
0,0.79414326,HIGH,Second Class,Central America,Cleats
1,0.44431657,LOW,Same Day,Eastern Europe,Cleats
1,0.827019,HIGH,First Class,US Center ,Camping & Hiking
1,0.9912924,HIGH,First Class,South America,Men's Footwear
1,0.76357776,HIGH,Second Class,Central America,Shop By Sport
1,0.7687565,HIGH,Second Class,Southeast Asia,Women's Apparel
1,0.39507705,LOW,Standard Class,Northern Europe,Consumer Electronics
1,0.9868901,HIGH,First Class,West Asia,Indoor/Outdoor Games
1,0.39489606,LOW,Standard Class,South America,Women's Apparel
0,0.3953487,LOW,Standard Class,West of USA ,Indoor/Outdoor Games
0,0.50420403,MEDIUM,Same Day,South America,Camping & Hiking
1,0.7957262,HIGH,Second Class,Northern Europe,Indoor/Outdoor Games
1,0.8013363,HIGH,Second Class,Southeast Asia,Indoor/Outdoor Games
1,0.37350398,LOW,Standard Class,Western Europe,Women's Apparel
0,0.39723867,LOW,Standard Class,Western Europe,Water Sports
1,0.46605647,MEDIUM,Standard Class,Central America,Water Sports
1,0.3207107,LOW,Standard Class,South America,Cleats
0,0.46443117,MEDIUM,Same Day,Central Africa,Indoor/Outdoor Games
1,0.48497564,MEDIUM,Standard Class,West of USA ,Golf Balls
1,0.47149044,MEDIUM,Standard Class,West Africa,Accessories
0,0.39489606,LOW,Standard Class,Central America,Camping & Hiking
1,0.503047,MEDIUM,Standard Class,Southern Europe,Women's Apparel
1,0.81247765,HIGH,Second Class,East of USA,Water Sports
0,0.39276373,LOW,Standard Class,East of USA,Cleats
0,0.39377767,LOW,Standard Class,North Africa,Water Sports
1,0.48211044,MEDIUM,Same Day,Oceania,Indoor/Outdoor Games
0,0.6876404,HIGH,Second Class,Central America,Cleats
1,0.39377767,LOW,Standard Class,Southeast Asia,Women's Apparel
1,0.5180211,MEDIUM,Same Day,Central America,Indoor/Outdoor Games
1,0.35625285,LOW,Standard Class,Central America,Women's Apparel
0,0.3419806,LOW,Standard Class,Northern Europe,Women's Apparel
0,0.36909956,LOW,Standard Class,Caribbean,Shop By Sport
1,0.46884134,MEDIUM,Standard Class,West Africa,Men's Footwear
0,0.3953487,LOW,Standard Class,South Asia,Tennis & Racquet
0,0.41693613,LOW,Same Day,Central Asia,Shop By Sport
1,0.7934598,HIGH,Second Class,Caribbean,Shop By Sport
0,0.33828032,LOW,Standard Class,West Asia,Men's Footwear
1,0.7984761,HIGH,Second Class,Western Europe,Men's Footwear
0,0.38979384,LOW,Same Day,North Africa,Indoor/Outdoor Games
1,0.9835601,HIGH,First Class,Eastern Asia,Women's Apparel
1,0.39377767,LOW,Standard Class,Caribbean,Shop By Sport
1,0.39489606,LOW,Standard Class,Central America,Water Sports
0,0.34431556,LOW,Standard Class,Western Europe,Women's Apparel
1,0.6877891,HIGH,Second Class,South America,Men's Footwear
0,0.80380976,HIGH,Second Class,US Center ,Fishing
0,0.35183102,LOW,Standard Class,East of USA,Camping & Hiking
1,0.40883496,LOW,Standard Class,Central Asia,Cardio Equipment
0,0.6741211,HIGH,Second Class,Western Europe,Camping & Hiking
1,0.7947206,HIGH,Second Class,East Africa,Indoor/Outdoor Games
0,0.44122535,LOW,Same Day,Central America,Women's Apparel
1,0.4465199,LOW,Standard Class,Western Europe,Cleats
0,0.39489606,LOW,Standard Class,East of USA,Cardio Equipment
1,0.7927855,HIGH,Second Class,Western Europe,Cardio Equipment
1,0.40547207,LOW,Standard Class,Central America,Electronics
1,0.7451633,HIGH,Second Class,South America,Indoor/Outdoor Games
0,0.6887863,HIGH,Second Class,West Asia,Cardio Equipment
1,0.8013363,HIGH,Second Class,Southeast Asia,Indoor/Outdoor Games
0,0.73887795,HIGH,First Class,Oceania,Cleats
1,0.4384245,LOW,Standard Class,Southern Europe,Cleats
1,0.53755736,MEDIUM,Same Day,Western Europe,Golf Gloves
1,0.79689556,HIGH,Second Class,South America,Water Sports
1,0.7977585,HIGH,Second Class,South Asia,Cardio Equipment
1,0.3506918,LOW,Standard Class,Oceania,Water Sports
1,0.8013363,HIGH,Second Class,South Asia,Cleats
1,0.79842144,HIGH,Second Class,West Asia,Women's Apparel
1,0.5403429,MEDIUM,Standard Class,South America,Camping & Hiking
1,0.79689556,HIGH,Second Class,Central America,Water Sports
1,0.8323154,HIGH,First Class,US Center ,Men's Footwear
1,0.39505318,LOW,Standard Class,Central America,Fishing
1,0.28166878,LOW,Standard Class,East of USA,Camping & Hiking
1,0.39507705,LOW,Standard Class,Southern Europe,Camping & Hiking
1,0.5111873,MEDIUM,Same Day,Oceania,Indoor/Outdoor Games
1,0.8410368,HIGH,First Class,Western Europe,Boxing & MMA
0,0.39422986,LOW,Standard Class,South America,Cleats
1,0.9836255,HIGH,First Class,South America,Golf Balls
1,0.39617282,LOW,Standard Class,West Asia,Camping & Hiking
1,0.40178612,LOW,Standard Class,Western Europe,Water Sports
0,0.32555726,LOW,Standard Class,Eastern Asia,Women's Apparel
0,0.34360486,LOW,Standard Class,Southeast Asia,Women's Clothing
0,0.39377767,LOW,Standard Class,Central Asia,Water Sports
1,0.9908702,HIGH,First Class,Central America,Water Sports
1,0.9911857,HIGH,First Class,North Africa,Shop By Sport
1,0.35437042,LOW,Standard Class,West Asia,Shop By Sport
1,0.7977585,HIGH,Second Class,Southeast Asia,Fishing
1,0.3953487,LOW,Standard Class,Central America,Camping & Hiking
0,0.3345404,LOW,Standard Class,East of USA,Fishing
1,0.9918835,HIGH,First Class,Oceania,Indoor/Outdoor Games
1,0.39657113,LOW,Standard Class,Western Europe,Women's Apparel
0,0.40863675,LOW,Standard Class,Western Europe,Boxing & MMA
0,0.21908475,LOW,Standard Class,Southern Europe,Cardio Equipment
0,0.3412363,LOW,Standard Class,Central America,Indoor/Outdoor Games
1,0.79689556,HIGH,Second Class,North Africa,Water Sports
1,0.79842144,HIGH,Second Class,East of USA,Women's Apparel
0,0.39422986,LOW,Standard Class,US Center ,Men's Footwear
0,0.352312,LOW,Standard Class,West Asia,Camping & Hiking
0,0.39377767,LOW,Standard Class,West of USA ,Men's Footwear
0,0.3387044,LOW,Standard Class,Eastern Asia,Shop By Sport
1,0.84220475,HIGH,First Class,Western Europe,Water Sports
0,0.6908093,HIGH,Second Class,South America,Cleats
0,0.70000434,HIGH,First Class,West Asia,Cleats
1,0.4065787,LOW,Standard Class,Central Africa,Shop By Sport
0,0.40055123,LOW,Standard Class,South of  USA ,Men's Footwear
1,0.40055826,LOW,Standard Class,Oceania,Women's Clothing
0,0.8408989,HIGH,First Class,Central America,Women's Apparel
1,0.99061334,HIGH,First Class,US Center ,Women's Apparel
1,0.991846,HIGH,First Class,South America,Girls' Apparel
1,0.68813807,HIGH,Second Class,East of USA,Shop By Sport
0,0.396118,LOW,Standard Class,Western Europe,Women's Apparel
1,0.78944796,HIGH,Second Class,Northern Europe,Indoor/Outdoor Games
0,0.32386905,LOW,Standard Class,Southeast Asia,Women's Apparel
0,0.38328376,LOW,Standard Class,Southern Europe,Shop By Sport
1,0.83972305,HIGH,First Class,South Asia,Shop By Sport
1,0.39377767,LOW,Standard Class,Southern Africa,Cleats
1,0.44403782,LOW,Standard Class,South America,Cleats
1,0.34481028,LOW,Standard Class,West Asia,Camping & Hiking
1,0.3366683,LOW,Standard Class,Northern Europe,Women's Apparel
1,0.80873424,HIGH,Second Class,Central America,Cleats
0,0.8043827,HIGH,Second Class,Western Europe,Shop By Sport
0,0.48211044,MEDIUM,Same Day,Central America,Soccer
0,0.3452609,LOW,Standard Class,Northern Europe,Cleats
1,0.8012241,HIGH,Second Class,Western Europe,Cleats
1,0.37825248,LOW,Standard Class,Southern Europe,Golf Balls
0,0.32439488,LOW,Standard Class,West of USA ,Women's Apparel
1,0.8013363,HIGH,Second Class,North Africa,Camping & Hiking
1,0.34219363,LOW,Standard Class,South Asia,Cleats
1,0.983727,HIGH,First Class,US Center ,Water Sports
1,0.97809565,HIGH,First Class,Central America,Water Sports
1,0.32183668,LOW,Standard Class,East of USA,Water Sports
1,0.7983287,HIGH,Second Class,Central America,Women's Apparel
1,0.41580087,LOW,Standard Class,Western Europe,Men's Footwear
1,0.3864995,LOW,Standard Class,Central America,Indoor/Outdoor Games
1,0.79842144,HIGH,Second Class,South Asia,Baseball & Softball
0,0.34534612,LOW,Standard Class,Oceania,Men's Clothing
0,0.32195356,LOW,Standard Class,Caribbean,Shop By Sport
0,0.39422986,LOW,Standard Class,South America,Water Sports
1,0.3899375,LOW,Standard Class,West Africa,Indoor/Outdoor Games
0,0.33597463,LOW,Standard Class,North Africa,Fishing
0,0.7984761,HIGH,Second Class,Western Europe,Indoor/Outdoor Games
0,0.39734456,LOW,Standard Class,West Asia,Cleats
1,0.6520995,HIGH,Second Class,East Africa,Shop By Sport
1,0.9911027,HIGH,First Class,Southeast Asia,Camping & Hiking
0,0.32798162,LOW,Standard Class,Western Europe,Cleats
1,0.5280877,MEDIUM,Same Day,South Asia,Books 
1,0.9916679,HIGH,First Class,South America,Fishing
0,0.39422986,LOW,Standard Class,South America,Women's Apparel
0,0.3953487,LOW,Standard Class,South America,Women's Apparel
0,0.40592873,LOW,Standard Class,Eastern Asia,Golf Apparel
0,0.40326384,LOW,Standard Class,Western Europe,Shop By Sport
0,0.396118,LOW,Standard Class,Western Europe,Cleats
0,0.39377767,LOW,Standard Class,Central America,Men's Footwear
1,0.8476968,HIGH,First Class,Central America,Cardio Equipment
0,0.4107896,LOW,Standard Class,Oceania,Computers
1,0.39753383,LOW,Standard Class,US Center ,Fishing
1,0.38706854,LOW,Standard Class,West of USA ,Cleats
1,0.98738027,HIGH,First Class,South America,Cleats
0,0.39377767,LOW,Standard Class,South Asia,Women's Apparel
1,0.43379402,LOW,Standard Class,East of USA,Fishing
1,0.48028505,MEDIUM,Standard Class,West Africa,Electronics
0,0.3953487,LOW,Standard Class,Southeast Asia,Women's Apparel
0,0.70048404,HIGH,Second Class,Southern Europe,Cleats
0,0.34581715,LOW,Standard Class,Western Europe,Women's Apparel
0,0.34240252,LOW,Standard Class,Central America,Men's Footwear
1,0.36619967,LOW,Standard Class,East of USA,Camping & Hiking
0,0.29256582,LOW,Standard Class,West of USA ,Golf Gloves
1,0.99074805,HIGH,First Class,Northern Europe,Fishing
1,0.8477676,HIGH,Second Class,Southern Europe,Women's Apparel
1,0.39862403,LOW,Standard Class,Central America,Fishing
0,0.39489606,LOW,Standard Class,Caribbean,Men's Footwear
1,0.68988824,HIGH,Second Class,Western Europe,Men's Footwear
0,0.34240252,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.39422986,LOW,Standard Class,South America,Men's Golf Clubs
0,0.35183167,LOW,Standard Class,Caribbean,Women's Apparel
1,0.36472628,LOW,Standard Class,South America,Men's Footwear
1,0.8448681,HIGH,First Class,Central America,Shop By Sport
1,0.6887863,HIGH,Second Class,South America,Cardio Equipment
1,0.81396264,HIGH,Second Class,Central America,Accessories
0,0.39617282,LOW,Standard Class,Eastern Asia,Fishing
0,0.3452609,LOW,Standard Class,Southern Europe,Camping & Hiking
1,0.99144846,HIGH,First Class,Eastern Asia,Video Games
1,0.9911857,HIGH,First Class,South America,Men's Footwear
1,0.8022009,HIGH,Second Class,Eastern Europe,Camping & Hiking
1,0.9908535,HIGH,First Class,Central America,Women's Apparel
0,0.39723867,LOW,Standard Class,Western Europe,Cleats
0,0.3409015,LOW,Standard Class,Western Europe,Cleats
1,0.8043827,HIGH,Second Class,Western Europe,Camping & Hiking
1,0.990564,HIGH,First Class,US Center ,Women's Apparel
0,0.39505318,LOW,Standard Class,Central America,Fishing
0,0.48634934,MEDIUM,Same Day,Central America,Indoor/Outdoor Games
0,0.3989802,LOW,Standard Class,South America,Water Sports
1,0.9911027,HIGH,First Class,South America,Cardio Equipment
1,0.3728515,LOW,Standard Class,Central America,Kids' Golf Clubs
1,0.9835601,HIGH,First Class,Southeast Asia,Cleats
1,0.38982663,LOW,Standard Class,Western Europe,Golf Shoes
0,0.73435634,HIGH,Second Class,North Africa,Cleats
1,0.39377767,LOW,Standard Class,Central America,Cleats
0,0.39617628,LOW,Standard Class,Oceania,DVDs
1,0.3904178,LOW,Standard Class,Central America,Cleats
1,0.3989802,LOW,Standard Class,Southeast Asia,Men's Footwear
1,0.3500018,LOW,Standard Class,Oceania,Hockey
0,0.30360025,LOW,Standard Class,Eastern Europe,Women's Apparel
1,0.8579937,HIGH,First Class,East of USA,Men's Footwear
0,0.40248993,LOW,Standard Class,Central America,Shop By Sport
1,0.7977747,HIGH,Second Class,Northern Europe,Cleats
0,0.35031,LOW,Standard Class,Oceania,Camping & Hiking
1,0.7985686,HIGH,Second Class,West Africa,Men's Footwear
1,0.99065197,HIGH,First Class,West Asia,Cleats
0,0.40178612,LOW,Standard Class,Western Europe,Cleats
1,0.396118,LOW,Standard Class,Western Europe,Cleats
1,0.34474096,LOW,Standard Class,Central America,Water Sports
0,0.23093611,LOW,Standard Class,Western Europe,Men's Footwear
1,0.40137717,LOW,Standard Class,Western Europe,Fishing
1,0.9926017,HIGH,First Class,Western Europe,Indoor/Outdoor Games
1,0.35864392,LOW,Standard Class,Western Europe,Cleats
1,0.9916586,HIGH,First Class,Western Europe,Women's Apparel
1,0.99123317,HIGH,First Class,Southern Europe,Men's Footwear
1,0.8251439,HIGH,First Class,US Center ,Cleats
1,0.9911027,HIGH,First Class,West Asia,Indoor/Outdoor Games
1,0.5624829,MEDIUM,Standard Class,Northern Europe,Golf Apparel
0,0.39489606,LOW,Standard Class,West of USA ,Cleats
1,0.6899831,HIGH,Second Class,Oceania,Pet Supplies
1,0.39422986,LOW,Standard Class,US Center ,Shop By Sport
1,0.79689556,HIGH,Second Class,Central America,Water Sports
1,0.42522976,LOW,Standard Class,US Center ,Water Sports
0,0.39377767,LOW,Standard Class,Eastern Asia,DVDs
1,0.9906148,HIGH,First Class,Southern Europe,Cleats
1,0.84138024,HIGH,First Class,Western Europe,Fishing
1,0.8013363,HIGH,Second Class,Caribbean,Cleats
0,0.40336502,LOW,Standard Class,Central America,Fishing
1,0.48211044,MEDIUM,Same Day,Central America,Cardio Equipment
0,0.3383926,LOW,Standard Class,Northern Europe,Shop By Sport
0,0.35118407,LOW,Standard Class,Western Europe,Cleats
1,0.3431833,LOW,Standard Class,Northern Europe,Cardio Equipment
1,0.39250937,LOW,Standard Class,Northern Europe,Men's Footwear
0,0.3652098,LOW,Standard Class,South America,Fishing
1,0.39489606,LOW,Standard Class,Central America,Men's Footwear
1,0.27864468,LOW,Standard Class,South Asia,Camping & Hiking
1,0.5972441,MEDIUM,Standard Class,Western Europe,Camping & Hiking
0,0.33211946,LOW,Standard Class,Western Europe,Cardio Equipment
0,0.35323662,LOW,Standard Class,Oceania,Fishing
1,0.4091635,LOW,Standard Class,Eastern Asia,CDs 
1,0.5806344,MEDIUM,Same Day,West of USA ,Women's Apparel
1,0.9911027,HIGH,First Class,Central America,Men's Footwear
1,0.46614742,MEDIUM,Standard Class,Central America,Camping & Hiking
1,0.9906605,HIGH,First Class,Oceania,Men's Clothing
1,0.3955298,LOW,Standard Class,Southern Europe,Men's Footwear
1,0.83157396,HIGH,First Class,South America,Men's Footwear
0,0.51920277,MEDIUM,Standard Class,Eastern Europe,Fishing
0,0.33868054,LOW,Standard Class,Central America,Electronics
1,0.7985804,HIGH,Second Class,Western Europe,Men's Footwear
1,0.9836463,HIGH,First Class,Central America,Fishing
1,0.39344376,LOW,Standard Class,US Center ,Men's Footwear
0,0.44492486,LOW,Same Day,Western Europe,Shop By Sport
1,0.81937397,HIGH,First Class,West Asia,Electronics
1,0.9892363,HIGH,First Class,Western Europe,Camping & Hiking
0,0.3986559,LOW,Standard Class,Eastern Asia,Camping & Hiking
0,0.396118,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.46698576,MEDIUM,Standard Class,Central America,Women's Apparel
0,0.39377767,LOW,Standard Class,West Africa,Indoor/Outdoor Games
1,0.4525079,MEDIUM,Standard Class,East of USA,Shop By Sport
0,0.39585,LOW,Standard Class,West Asia,Hunting & Shooting
0,0.34954888,LOW,Standard Class,West Asia,Girls' Apparel
0,0.2967692,LOW,Standard Class,Southern Europe,Electronics
